id_cliente,nome_cliente,cpf,telefone,email,score,qtd_contas,contas_ativas,saldo_total,qtd_emprestimos,emprestimos_ativos,emprestimos_quitados,valor_em_aberto,qtd_transacoes,volume_transacionado,qtd_cartoes,cartoes_ativos,farol,parecer
130,Murilo Fogaça Barros,28604179585,49939327829,davi53@da.net,283.93,2,0,1661200.98,3,1,1,251523.36,59,40762.19,3,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
131,Igor Machado Nunes,95140726858,40995049500,pimentacaroline@borges.gov.br,827.31,3,0,3528137.28,6,2,2,3623425.44,81,100524.33,8,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
132,Emanuel Cirino Silveira,40398716269,71994597305,otavio82@martins.gov.br,642.6,3,3,928597.0,6,2,1,1442792.32,81,92144.62,6,3,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
133,Caleb Casa Grande Melo,17826034922,61951260706,milenaazevedo@mendonca.com,219.76,2,1,774975.74,4,0,1,0.0,40,21847.85,3,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
134,Bruno Pereira Andrade,07432619840,12914061769,rezendejulia@sa.edu.br,113.18,3,1,1286808.64,5,2,0,4417288.2,64,74124.24,6,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
135,Eloá Dias Guerra,57620438947,56982872570,vinicius12@rocha.br,649.37,1,0,921557.76,1,1,0,1700699.04,34,19516.52,2,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
136,Eloá Moraes Camargo,45178329619,68960208845,cirinoallana@lopes.org,625.44,3,1,1180872.62,5,1,3,409867.24,57,39358.66,5,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
137,Heitor Borges Cardoso,74396081510,04969099063,castrohadassa@casa.com.br,684.99,3,2,2322592.14,4,1,2,2132877.96,95,83059.02,9,3,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
138,Gabrielly Cavalcante Araújo,02591637407,68902195261,zferreira@andrade.gov.br,284.25,3,1,1142446.16,5,1,1,772791.36,72,82060.7,6,2,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
139,Ian das Neves Alves,72915864373,08931994647,caua74@martins.gov.br,538.19,3,2,5147874.84,6,2,1,4228839.87,81,101050.04,7,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
140,Lorenzo Nascimento da Luz,74236590883,08978930196,vieiraluigi@cavalcanti.org,30.46,3,1,4914217.92,5,1,0,2820072.66,72,105727.68,5,2,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
141,Vitor Hugo das Neves Ramos,97480216530,64990393612,ida-cunha@ribeiro.com,282.29,1,0,213349.84,1,0,0,0.0,23,6329.38,1,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
142,Mathias Azevedo Lopes,31097245616,28935773731,emanuelly14@cardoso.com,604.97,3,2,408200.2,4,2,2,2301405.2,80,66654.56,6,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
143,Ester Lopes Andrade,35981467282,13900121154,smontenegro@duarte.org,656.02,2,1,1954510.8,5,2,1,3840629.5,55,69404.16,4,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
144,Davi Souza Costela,74092386150,08906749639,ana-clarasouza@abreu.com.br,159.11,3,2,3809506.98,8,2,1,2473910.82,70,94804.25,6,3,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
145,Maria Julia da Costa Moura,07938164593,25971428775,vgoncalves@silveira.com.br,66.47,1,0,340364.88,2,0,2,0.0,29,31319.56,2,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
146,Gabrielly Sá Nascimento,83794516001,32974702369,da-rochamanuella@moura.br,246.32,3,2,4274069.22,4,1,1,430760.0,86,85298.66,7,3,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
147,Mariane Jesus Peixoto,32184790532,86970750701,joananovaes@fogaca.gov.br,620.54,1,0,143139.78,3,1,0,214348.68,7,4651.29,1,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
148,Pietra da Rocha Silva,25341076826,65902122573,pirescecilia@da.br,455.98,1,0,2625699.78,2,0,0,0.0,33,60891.3,3,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
149,Davi Luiz Nogueira Pimenta,61743592809,18940429262,caleb42@aparecida.br,396.37,2,2,858100.88,3,1,0,1590311.34,38,33022.76,5,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
150,Allana Martins Macedo,56340128998,48929407058,cassianoana-liz@aparecida.com.br,848.05,2,1,1209090.06,5,2,1,430233.58,50,97093.92,4,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
151,Vinícius Carvalho Gomes,04257196858,65938191214,nabreu@almeida.gov.br,984.51,3,1,1171056.33,3,2,0,2134839.54,79,54033.45,7,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
152,Caroline da Cruz Sampaio,10356974243,19947073200,arthur-gabriel73@da.com,539.31,3,1,2843537.52,7,3,1,6792944.94,85,124103.26,6,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
153,Rodrigo Garcia Moreira,09375264874,40946633580,maria-laurasilveira@martins.gov.br,426.48,1,1,28985.2,1,0,0,0.0,20,6187.0,1,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
154,Yan Santos da Mata,98520641342,13945728302,bmachado@pereira.br,39.33,1,0,1846516.08,2,0,0,0.0,37,57892.08,3,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
155,Nicolas Fernandes Câmara,65217804335,00918122324,salessofia@azevedo.edu.br,790.81,1,1,1241400.68,2,0,1,0.0,29,34771.04,2,1,VERDE,Cliente seguro. Baixo risco de inadimplência.
156,Rafaela Dias Carvalho,81695430700,02918498279,cecilia68@da.br,549.82,1,1,142984.44,1,0,1,0.0,36,25775.1,3,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
157,Lavínia Fonseca Nunes,34182906551,48964065921,stella20@teixeira.com,458.67,2,0,4242302.1,5,0,2,0.0,66,128385.78,6,3,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
158,Davi Luiz Pinto Moraes,79065231803,64934750789,milena15@ribeiro.org,433.54,1,0,120540.42,3,1,1,31103.93,11,10436.13,1,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
159,Luísa Andrade Moreira,05241368906,85974890360,ncavalcanti@pires.edu.br,598.98,3,0,3934701.72,8,2,4,6583222.3,92,170976.93,8,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
160,Calebe Cavalcanti Machado,58137692428,45923210820,alexandre05@teixeira.com.br,204.06,2,1,1790885.97,5,2,1,1152582.93,33,58144.59,6,2,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
161,Raquel Cirino Barbosa,68935071439,73971406936,mbarbosa@pimenta.br,699.58,2,1,661690.48,4,2,1,1547768.42,22,21972.6,4,3,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
162,Ester da Mota Pires,59163720868,83915410804,nvieira@cirino.com.br,440.54,1,0,409107.6,2,1,0,205570.08,18,16246.4,2,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
163,Amanda Marques da Costa,63240817969,33954652665,nicole24@carvalho.com,833.11,3,1,4579745.14,5,0,1,0.0,84,93828.9,7,1,VERDE,Cliente seguro. Baixo risco de inadimplência.
164,Evelyn Nunes Farias,65704931243,08940281176,sofia48@nogueira.net,268.96,2,1,3019571.64,3,1,1,1763596.8,61,61278.64,5,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
165,Isabella Campos Rocha,64197083548,50938910562,maria-clara43@da.com.br,972.24,1,0,1082669.28,3,0,2,0.0,28,17184.57,1,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
166,Júlia Cassiano Rodrigues,76185302462,32981703424,ramosdavi-lucca@pires.com,510.02,3,1,3699935.9,7,0,4,0.0,74,81697.98,6,3,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
167,Davi Lucca Nunes Marques,71895362482,73950983046,rebeca71@santos.br,724.63,3,2,2834172.46,7,2,4,5561500.23,76,101637.4,6,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
168,Lívia Mendonça Rodrigues,52871634955,75934345338,costaester@das.com.br,120.03,2,0,1255462.88,3,2,0,1846588.64,62,49625.62,4,2,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
169,Emanuel Rocha Dias,34598762047,87937380541,marinacamara@da.com.br,849.23,2,0,2445008.49,4,1,0,2437373.7,60,69803.07,5,1,VERDE,Cliente seguro. Baixo risco de inadimplência.
170,João Gabriel Gomes Andrade,02746195399,12976378283,klopes@vasconcelos.gov.br,181.99,2,0,1287876.51,6,1,0,3812085.09,48,93830.34,4,2,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
171,Aurora Carvalho Camargo,60541387235,87908145134,ycavalcante@da.br,716.9,2,0,461853.02,2,1,1,219138.15,31,13260.23,3,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
172,Maria Isis Rocha Ramos,56924380700,04906840511,nunesolivia@porto.org,938.85,2,1,4466723.4,5,1,2,3302157.21,44,93422.79,5,1,VERDE,Cliente seguro. Baixo risco de inadimplência.
173,Mariane da Mata Cunha,91450687202,94927041859,carvalhogael-henrique@novais.gov.br,634.31,2,1,614108.4,5,2,0,1477430.9,30,24239.71,3,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
174,Luiz Miguel Barbosa Monteiro,38920741603,63907593682,lorena01@cardoso.gov.br,42.43,3,0,2602078.66,5,1,0,3184178.76,81,55690.49,6,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
175,Thomas Duarte Aparecida,95867401294,57956398316,zbrito@macedo.net,442.09,1,1,79102.72,1,1,0,168263.2,16,3008.35,1,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
176,Maria Luiza Peixoto Martins,59803721488,49919692764,camargorafaela@brito.com.br,478.7,3,2,1109365.06,6,1,2,394714.33,56,44545.43,4,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
177,Isadora Correia Correia,16904853298,58954201539,luiz-gustavo38@pacheco.gov.br,922.87,1,0,458150.68,1,1,0,2441089.56,26,13318.3,2,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
178,Isadora Guerra Andrade,07591284649,35962921237,yancasa-grande@da.com.br,954.55,1,1,1469.2,1,0,0,0.0,20,8865.78,2,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
179,Henry Azevedo Gonçalves,45602873929,78903609851,lucas-gabriel50@da.edu.br,206.63,3,1,4492304.22,8,1,3,597440.62,69,86789.97,6,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
180,Vitor Monteiro Rezende,76359412080,31985914668,hrios@pinto.com.br,199.85,1,0,367316.8,1,0,0,0.0,20,7923.98,2,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
181,Mathias Vargas Caldeira,12450867902,42932722346,manuella88@silva.org,227.95,1,0,575180.97,3,1,0,589914.91,13,8245.38,1,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
182,Ravy Sá Rezende,26015497858,52954018872,isabelly42@gomes.br,291.3,1,0,314635.2,2,0,1,0.0,12,6173.96,1,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
183,Pietra Moura Sá,65192874076,35953465341,fsouza@alves.com,908.79,3,0,2281694.08,7,3,2,4931278.92,66,66779.95,5,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
184,Antony Rodrigues Porto,92756031895,51932341358,correiaalice@goncalves.edu.br,519.81,3,0,3426879.25,7,0,2,0.0,82,100864.99,6,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
185,Marcela da Cunha Nascimento,86124097567,19913279220,alicecasa-grande@lopes.com,449.03,2,0,2369922.45,6,3,1,3772259.01,55,91355.73,5,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
186,Rhavi Ribeiro Moreira,93865174000,73914110435,teixeirajade@moura.com.br,885.02,2,0,3781593.45,3,1,1,1938975.96,77,79283.31,6,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
187,João Vitor Costa Vargas,52671934882,76926433214,hmoraes@camara.edu.br,668.93,2,0,799542.88,3,1,0,88168.5,31,23280.18,3,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
188,Alícia Souza Nogueira,98016257321,23945793364,anthony20@ramos.net,970.51,1,1,701301.51,1,0,1,0.0,39,25289.28,3,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
189,Kevin Cassiano Melo,25361748919,58978081514,sofia26@caldeira.net,676.73,2,0,814828.58,3,0,1,0.0,41,20691.68,3,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
190,Ana Julia Cavalcanti Barbosa,65108472307,59904636409,rochasophia@oliveira.br,347.63,2,0,1886290.8,3,1,1,2782692.06,72,81347.79,6,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
191,Vicente Castro da Rocha,68254790329,65919106856,manuela73@gomes.com.br,870.08,2,0,663972.72,3,1,0,354733.92,46,28738.74,4,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
192,Luigi Gonçalves Teixeira,92506847111,80993790269,fonsecajuliana@leao.br,936.33,2,1,1369150.94,3,1,0,1788509.97,40,49369.28,5,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
193,Gabrielly Camargo Leão,02783691540,24980503068,matheus36@dias.com,278.53,3,1,1105583.94,4,1,2,369498.36,53,33829.6,5,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
194,Bernardo Cardoso Mendes,85427093656,08910776453,melissa12@lopes.com.br,28.62,2,1,2273490.72,6,0,3,0.0,51,89998.35,5,3,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
195,Maria Liz Macedo Sampaio,92156748020,54901678077,raul80@barros.net,223.02,1,0,309869.28,1,1,0,1435188.51,21,17963.43,3,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
196,Olívia Câmara da Rosa,65314089793,33964752056,fda-mata@cavalcanti.gov.br,434.17,2,1,1621322.76,3,1,0,847532.28,46,44310.73,5,3,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
197,Vitor Hugo Vargas Moura,30627951406,28992694841,bento39@santos.com.br,336.12,2,0,1600848.27,5,1,2,4139951.73,57,89337.86,5,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
198,Lucas Machado Montenegro,90581472314,87983560864,liz85@da.br,129.81,1,0,2098432.98,2,0,0,0.0,27,45869.28,3,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
199,Ana Carolina Barbosa Sá,58243670947,23964483302,eduardo03@almeida.gov.br,546.42,2,0,571652.08,4,0,1,0.0,38,18910.02,2,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
200,Luiz Miguel Freitas Vargas,91428356746,05927672259,freitasmiguel@mendonca.gov.br,157.19,3,0,5596225.64,8,3,1,2667700.08,71,117706.87,6,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
201,Cauê Vargas Cavalcanti,37201689568,45979919163,kaiquesiqueira@almeida.gov.br,146.9,3,0,1430034.0,6,2,1,3310977.12,49,52196.56,7,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
202,Gael Moreira Novais,18507963277,18967927307,mendoncalucca@porto.org,607.3,3,1,5395717.82,7,2,1,10802148.18,87,151720.19,7,3,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
203,Ana Carolina da Cunha Fogaça,63512907830,51969539820,gsa@almeida.com,673.38,1,0,224229.12,2,1,0,548046.48,12,10956.32,2,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
204,Júlia da Luz Freitas,38016792413,51974404169,fonsecapaulo@farias.com,12.97,2,1,757828.32,4,1,1,688780.05,58,63982.58,4,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
205,Luiz Henrique Andrade Casa Grande,85140273608,08966789349,henrique02@machado.gov.br,838.04,1,0,2245417.2,2,0,1,0.0,36,62117.88,3,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
206,Levi Sá Campos,79850416211,42942734674,luiz-henrique56@silveira.com.br,538.5,1,1,1157790.0,3,0,2,0.0,25,42038.64,2,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
207,João Guilherme da Luz Peixoto,05482619389,08971319845,qnunes@ribeiro.com,982.25,3,3,3758154.78,6,2,2,3348889.38,117,167734.7,8,5,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
208,Ravi Lima da Cunha,54082796347,30901041699,freitascarolina@freitas.com,234.75,2,1,1063430.58,6,2,0,701008.43,34,25323.24,2,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
209,Luísa Gomes Nascimento,95403162780,67984215115,pedro-henrique43@moraes.gov.br,733.39,2,0,1176732.18,5,0,1,0.0,54,87522.1,5,3,VERDE,Cliente seguro. Baixo risco de inadimplência.
210,Fernanda Lopes das Neves,20961437804,75973115243,erick84@cavalcante.br,980.7,1,0,102413.02,1,0,0,0.0,23,11794.44,2,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
211,Kevin Brito das Neves,50326174907,01984495095,correiacarolina@novais.com.br,817.88,2,2,1440520.4,4,1,0,348995.4,40,39828.08,4,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
212,Vitória Fernandes Pereira,30517492814,54921571890,bcaldeira@rios.com.br,184.3,2,0,523397.34,4,3,1,10287762.42,86,137908.8,6,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
213,Juan Cavalcante Rezende,79614308222,56996504481,cauabarbosa@garcia.br,502.33,3,0,2834717.87,4,1,0,1973923.12,68,54510.49,8,3,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
214,Maria Araújo Montenegro,68925104342,40953156273,ramosmaria-flor@moura.gov.br,332.92,3,1,3899457.48,6,2,1,3012339.28,70,99199.99,6,3,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
215,Lavínia Nunes Santos,87635910493,30922049302,rochamaria-laura@azevedo.com,409.48,3,2,2712769.2,9,3,1,6613721.4,79,161492.04,8,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
216,Luiza Sampaio Pinto,54068173966,21915659694,da-pazfernanda@dias.org,961.72,1,0,1772405.4,2,2,0,9835457.61,41,60534.6,3,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
217,Sofia Garcia Gonçalves,23785091621,37963590014,das-neveslaura@vasconcelos.com.br,257.73,3,2,1319521.58,6,3,0,4388268.14,68,92043.94,7,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
218,Maria Luísa Rodrigues Monteiro,72946850102,73922649358,novaessara@cassiano.br,215.19,3,1,4666936.0,6,1,2,460476.24,96,140936.27,8,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
219,Benicio da Mota Ramos,69473012543,83959344174,hnunes@vasconcelos.br,268.3,1,0,1021754.25,3,0,0,0.0,27,24772.74,1,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
220,Lorena Pires Viana,87364501207,96991353379,ravinunes@ribeiro.net,451.53,1,1,85758.66,2,1,1,18412.32,3,1570.84,1,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
221,Yuri Aparecida Duarte,89017256303,45914662250,cunhaana-cecilia@silva.com.br,575.96,1,0,924036.03,1,0,1,0.0,43,34950.3,3,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
222,Liz Montenegro Dias,41805962370,69988536210,cunhathiago@goncalves.com,561.5,3,2,2944146.14,6,0,1,0.0,73,74896.0,6,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
223,Ana Laura da Cruz Guerra,37429601804,46965051433,castromarina@rios.gov.br,509.83,1,0,282136.26,3,1,0,372603.14,14,8122.11,1,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
224,Natália da Luz Lima,16548297300,13960702193,cecilia63@montenegro.net,295.02,1,0,277047.1,2,0,0,0.0,11,6568.36,1,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
225,Ana Júlia Alves Albuquerque,92340871603,31922400751,lorenzoazevedo@moraes.com.br,835.18,3,0,3486878.8,7,2,1,4277256.28,127,168902.74,6,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
226,Yasmin Ramos Guerra,71209346516,09938200660,ceciliagarcia@albuquerque.org,26.65,3,0,543237.3,6,2,3,1097680.42,60,27844.07,3,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
227,Stella Araújo Freitas,10856924342,84910342474,isis58@da.com,705.07,3,1,4331301.48,5,1,1,4490536.8,102,130290.9,9,2,VERDE,Cliente seguro. Baixo risco de inadimplência.
228,Rebeca Nogueira Camargo,39768510277,94974554252,ana-claracampos@pires.com.br,956.75,3,2,2475131.34,7,3,2,7483920.39,86,159453.53,6,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
229,Joana Costela Borges,45237890610,46921390839,eloah78@da.net,877.12,1,0,28933.92,3,2,0,1716412.08,12,16757.88,2,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
230,João Gabriel da Rosa Correia,92157063803,48913036720,isaquepereira@goncalves.org,355.95,1,0,197007.44,1,0,0,0.0,14,2693.41,1,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
231,Vitória Gonçalves Marques,21689470585,90945055091,casa-grandemilena@aragao.net,172.51,1,1,1319535.84,2,1,0,773493.03,43,65148.54,3,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
232,Carlos Eduardo Pires Andrade,75846103901,51953183003,emillycorreia@peixoto.com,921.29,3,0,1069392.18,8,0,2,0.0,51,33078.94,3,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
233,Francisco Casa Grande da Luz,68751904276,33995835654,claramelo@oliveira.com.br,332.09,2,1,1323825.6,5,2,2,1160381.15,45,46103.14,3,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
234,Aurora Sousa Guerra,19764520316,56970103495,moraesanna-liz@siqueira.br,964.25,1,1,1400058.27,1,0,1,0.0,39,33011.13,3,1,VERDE,Cliente seguro. Baixo risco de inadimplência.
235,Juliana Machado Borges,63154209743,78907987861,danielavargas@nascimento.com,710.2,1,0,1996894.62,3,1,0,2892753.36,42,105810.93,3,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
236,Cauê Guerra Abreu,28167350959,36935749819,luiz-felipeda-rosa@martins.com,837.75,1,1,52909.92,2,1,0,3959971.17,29,48738.9,3,2,VERDE,Cliente seguro. Baixo risco de inadimplência.
237,Isabella Costa Albuquerque,98570146230,93936320093,matteocorreia@vargas.com.br,552.07,1,0,22697.78,1,1,0,189493.84,19,4273.04,1,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
238,Ravi Lucca Souza da Cruz,98204573600,14957274078,yurisilveira@farias.gov.br,749.91,1,1,1138061.4,3,2,0,1841696.08,28,20156.55,1,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
239,Ana Vitória Gonçalves da Mata,97651284364,70995338930,isabelfernandes@fonseca.gov.br,583.66,1,0,602913.26,2,0,0,0.0,23,9695.12,1,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
240,Letícia Ferreira da Cunha,19703864287,91973360978,wpinto@da.com.br,924.81,2,0,2390086.2,6,3,1,2194020.94,38,56118.6,4,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
241,Igor Fonseca Sousa,51426790325,33910833627,ana-livia57@barros.gov.br,540.3,1,1,14338.2,1,1,0,2256221.4,30,12853.56,2,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
242,Alice Pastor Fogaça,59162347837,40978207856,ravymachado@da.gov.br,292.23,3,1,509349.94,3,0,1,0.0,35,18557.6,6,2,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
243,André Silveira Garcia,37614085957,59921762096,leonardo74@lima.br,194.0,2,1,775542.68,5,0,2,0.0,47,49332.96,3,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
244,Caleb Porto Caldeira,18405397639,69992276386,rodriguesoliver@rocha.com.br,114.82,2,1,365857.19,4,0,1,0.0,46,23897.79,2,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
245,Olivia Lima Araújo,73691428096,22981760447,nathandias@pinto.gov.br,799.89,2,0,295903.26,4,1,3,408014.19,24,13470.4,2,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
246,Alexandre da Rosa Aragão,30792658159,53984149921,davi-luizmacedo@novaes.br,245.9,3,0,1647252.81,4,0,1,0.0,105,68702.38,6,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
247,Caio Moura Machado,80452169305,94948985534,leticia62@marques.gov.br,257.74,1,0,411630.08,1,0,0,0.0,32,15984.32,2,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
248,Fernando da Cruz Borges,30892574160,13968817059,gmachado@nogueira.org,562.6,1,1,1367932.86,3,1,1,201859.56,27,42693.42,2,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
249,Vicente Gomes Pereira,43698027178,02974391738,davi-luccamoura@araujo.com.br,22.23,2,1,313268.52,5,2,1,1038684.08,25,28337.04,3,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
250,Bryan Azevedo Nogueira,04251369815,11929683722,sajose-miguel@oliveira.edu.br,593.51,3,2,3185463.3,5,1,0,759878.82,83,62573.85,7,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
251,Antônio Sousa da Cruz,01745896384,01961000426,natalia11@pastor.com,922.84,1,1,2345346.54,3,0,1,0.0,31,44458.92,2,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
252,Valentim Abreu Rodrigues,43062951761,95979947814,helenacavalcante@da.com.br,902.33,1,0,315421.2,2,0,0,0.0,30,28715.96,2,1,VERDE,Cliente seguro. Baixo risco de inadimplência.
253,Emanuella Rocha Barbosa,14829706350,97998069991,fariasryan@melo.br,112.43,3,2,3696109.92,8,2,3,3457922.67,94,144605.34,7,2,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
254,Rafael Nogueira da Conceição,91625704399,71949866039,mariaharagao@pacheco.org,717.68,3,2,2181902.02,8,5,2,8866449.46,82,119631.9,6,3,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
255,Emanuella Marques Souza,41079382631,22915723652,tcardoso@da.net,718.91,2,1,100959.42,3,2,0,1773902.22,59,32433.24,3,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
256,Luiza Albuquerque Carvalho,18749502379,97954900101,anthony16@da.com.br,833.51,3,2,2324956.9,7,1,2,1991137.26,51,41322.01,4,2,VERDE,Cliente seguro. Baixo risco de inadimplência.
257,Leandro Rezende Viana,08651792395,26947684756,rodrigomoraes@silva.com.br,609.45,3,2,2818183.98,7,2,0,2678430.32,95,160509.65,7,3,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
258,Henry Gabriel Machado Lima,90513624716,94986508286,lara34@martins.com,978.54,2,1,2311930.5,4,0,1,0.0,51,84230.67,6,2,VERDE,Cliente seguro. Baixo risco de inadimplência.
259,Ana Vitória Cunha Aragão,79105428602,04905856055,sousamaria-clara@monteiro.com.br,785.45,3,0,3243088.71,7,2,1,2262431.02,78,101921.9,7,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
